starName,starId
Shawn Hatosy,4272
Amy Smart,4273
Tommy Bone,4274
Julie Graham,4275
Con O'Neill,4276
Rami Doueiri,4277
Naamar Sahli,4278
Mohamad Chamas,4279
Rola Al Amin,4280
Zachary David Cope,4281
Bajram Severdzan,4282
Srdjan 'Zika' Todorovic,4283
Branka Katic,4284
Florijan Ajdini,4285
Sheryl Crow,4286
Kyôko Koizumi,4287
Chatran,4288
Pû,4289
Rita Hayworth,4290
Richard Barthelmess,4291
Micheál MacLiammóir,4292
Robert Coote,4293
Suzanne Cloutier,4294
Howard E. Rollins Jr.,4295
Adolph Caesar,4296
Ed Bishop,4297
Leif Erickson,4298
Sara Lane,4299
Paul McCartney,4300
George Harrison,4301
Ringo Starr,4302
John Lennon,4303
Wes Bentley,4304
David Byrne,4305
Bernie Worrell,4306
Alex Weir,4307
Steven Scales,4308
Teresa Ann Savoy,4309
Jade Gordon,4310
John Taylor,4311
Michael Des Barres,4312
Martin Kemp,4313
Conrad Janis,4314
William Ragsdale,4315
Amanda Bearse,4316
Ronny Cox,4317
Nigel Terry,4318
Nicholas Clay,4319
Cherie Lunghi,4320
John Raitt,4321
Carol Haney,4322
Eddie Foy Jr.,4323
Lanny Flaherty,4324
Wendell Wellman,4325
Gary Imhoff,4326
Gino Conforti,4327
Barbara Cook,4328
Roger Daltrey,4329
Elton John,4330
Vincent Van Patten,4331
Kevin Brophy,4332
Carol 'Do Do' Cheng,4333
Eva Cobo,4334
Shôko Ikeda,4335
Alan Tam,4336
Lola Forner,4337
Rosamund Kwan,4338
Hannah Taylor Gordon,4339
Éva Igó,4340
István Bálint,4341
Benjamin Weir,4342
Loren Dean,4343
Kathleen Robertson,4344
Kevin Clash,4345
Sonia Manzano,4346
Jean Smart,4347
Melissa Joan Hart,4348
Mark Metcalf,4349
Dane Cook,4350
John Pinette,4351
Ricky Harris,4352
Spike Jonze,4353
Iain Robertson,4354
Janice Rule,4355
Patrick O'Neal,4356
Caroline Ducey,4357
Sagamore Stévenin,4358
François Berléand,4359
Rocco Siffredi,4360
Barbara Jefford,4361
Victor Poletti,4362
Peter Cellier,4363
Jessica Dragonette,4364
Lanny Ross,4365
Pinto Colvig,4366
Cal Howard,4367
Kate McNeil,4368
Joyce Van Patten,4369
A. Michael Baldwin,4370
Bill Thornbury,4371
Reggie Bannister,4372
Kathy Lester,4373
Yûnosuke Itô,4374
Peter Sarsgaard,4375
Alan Ruck,4376
Verna Bloom,4377
Bembol Roco,4378
Inger Stevens,4379
Ed Begley,4380
Siu-Tin Yuen,4381
Jeong-lee Hwang,4382
Dean Shek,4383
Stefania Sandrelli,4384
Gastone Moschin,4385
Enzo Tarascio,4386
Sonny Bono,4387
Ruth Brown,4388
Celia Johnson,4389
Joyce Carey,4390
Theresa Russell,4391
Jerzy Kosinski,4392
Everett Alvarez Jr.,4393
Ron Bliss,4394
Fred Cherry,4395
George Day,4396
Davor Dujmovic,4397
Bora Todorovic,4398
Ljubica Adzovic,4399
Husnija Hasimovic,4400
Linda Manz,4401
Eugene Pallette,4402
Veronica Lake,4403
Robert Warwick,4404
William Demarest,4405
Jean Peters,4406
Max Showalter,4407
Rudy Vallee,4408
Glenn Ford,4409
Mitzi Gaynor,4410
Michael Nouri,4411
Lilia Skala,4412
Sunny Johnson,4413
Linh-Dan Pham,4414
Jean Yanne,4415
Lee Marvin,4416
Gert Fröbe,4417
Honor Blackman,4418
Shirley Eaton,4419
Lotte Lenya,4420
Daniela Bianchi,4421
Ursula Andress,4422
Bernard Lee,4423
Joseph Wiseman,4424
Brooke Shields,4425
Christopher Atkins,4426
Gian Maria Volontè,4427
Marianne Koch,4428
Wolfgang Lukschy,4429
Philip Baker Hall,4430
Meat Loaf,4431
Colleen Rennison,4432
Jake Sandvig,4433
Colin Firth,4434
Ruth Gemmell,4435
Luke Aikman,4436
Bea Guard,4437
Brian Fisk,4438
Werner Herzog,4439
Catherine Oxenberg,4440
Richard Farnsworth,4441
Jane Galloway Heitz,4442
Joseph A. Carpenter,4443
Nancy Kelly,4444
Patty McCormack,4445
Gage Clarke,4446
Jesse White,4447
Pierre Barouh,4448
Valérie Lagrange,4449
José Lewgoy,4450
Miguel Ángel Fuentes,4451
Ann Reinking,4452
Leland Palmer,4453
Wen Jiang,4454
Rujun Teng,4455
Ji Liu,4456
Bill Bernstein,4457
Morris Chestnut,4458
Lucas Black,4459
Joe Basile,4460
Scott Burkholder,4461
Liz Coke,4462
Allison Dunbar,4463
Jenny Seagrove,4464
Dwier Brown,4465
Carey Lowell,4466
Brad Hall,4467
Nigel Green,4468
Guy Doleman,4469
Sue Lloyd,4470
Dave Aldana,4471
Mark Brelsford,4472
Bruce Brown,4473
Joanna Cassidy,4474
Paul Le Mat,4475
Elizabeth Cheshire,4476
Carole Bouquet,4477
Topol,4478
Lynn-Holly Johnson,4479
Clifton James,4480
David Dukes,4481
Kelly Piper,4482
Cora Venus Lunny,4483
Claudine Auger,4484
Adolfo Celi,4485
Luciana Paluzzi,4486
Henry Dinhofer,4487
Michael Angarano,4488
Yôji Matsuda,4489
Yuriko Ishida,4490
Yûko Tanaka,4491
Eva Mattes,4492
Lionel Abelanski,4493
Rufus,4494
Clément Harari,4495
Michel Muller,4496
Mark Borchardt,4497
Mike Schank,4498
Tom Schimmels,4499
Monica Borchardt,4500
Émilie Dequenne,4501
Fabrizio Rongione,4502
Anne Yernaux,4503
Robin Gammell,4504
Michael Sarrazin,4505
Gig Young,4506
Bruce Abbott,4507
Claude Earl Jones,4508
Fabiana Udenio,4509
Cicely Tyson,4510
Angel Ramirez Jr.,4511
Jimmy Hughes,4512
Elizabeth Ashley,4513
E.G. Marshall,4514
Lois Chiles,4515
Domenick John,4516
Tom Savini,4517
David Gale,4518
Shawn Carson,4519
Jeanne Austin,4520
Jack McDermott,4521
Buster Keaton,4522
Marion Mack,4523
Glen Cavender,4524
Jim Farley,4525
Michael Hordern,4526
Heather Menzies-Urich,4527
Eijirô Tôno,4528
Yôko Tsukasa,4529
Lindsay Wagner,4530
Anthony Starke,4531
Anthony Zerbe,4532
Rosalind Cash,4533
Paul Koslo,4534
Brian Bedford,4535
Roger Miller,4536
James Cagney,4537
Nicholas Kadi,4538
Chief Dan George,4539
Andy Griffith,4540
Anthony Franciosa,4541
Harvey Atkin,4542
Kate Lynch,4543
Russ Banham,4544
Hamilton Camp,4545
John Mengatti,4546
Al Waxman,4547
Isabelle Mejias,4548
Jack Nance,4549
Sarah Douglas,4550
Bojesse Christopher,4551
Lois Hall,4552
Hugh Laurie,4553
Laurel Holloman,4554
Nicole Ari Parker,4555
Maggie Moore,4556
Kate Stafford,4557
Hart Bochner,4558
Eileen Ryan,4559
Rab Affleck,4560
Stéphane Algoud,4561
Arsinée Khanjian,4562
Elaine Cassidy,4563
Sheila Reid,4564
Veronica Taylor,4565
Rachael Lillis,4566
Eric Stuart,4567
James Naughton,4568
John Livingston,4569
Yasiin Bey,4570
John Slattery,4571
Robert Arkins,4572
Michael Aherne,4573
Angeline Ball,4574
Marjorie Reynolds,4575
Virginia Dale,4576
Sara Gilbert,4577
Cheryl Ladd,4578
Sô Yamamura,4579
Jaime Pressly,4580
Megan Edwards,4581
Greg Vaughan,4582
Carmen Maura,4583
Estelle Harris,4584
Mark Phelan,4585
Virginia Paris,4586
Will Geer,4587
Delle Bolton,4588
Josh Albee,4589
Bruce Yarnell,4590
John Fraser,4591
Bruce Balden,4592
Jacqueline Bassett,4593
Symon Basterfield,4594
Andrew Brackfield,4595
Ben Foster,4596
Cecilia Roth,4597
Candela Peña,4598
Antonia San Juan,4599
Stan Laurel,4600
Oliver Hardy,4601
Virginia Karns,4602
Charlotte Henry,4603
Wallace Ford,4604
William H. Lynn,4605
Victoria Horne,4606
Lamberto Maggiorani,4607
Enzo Staiola,4608
Lianella Carell,4609
Elena Altieri,4610
Will Oldham,4611
Tsutomu Yamazaki,4612
Ken'ichi Hagiwara,4613
James Wilby,4614
Margaret Sullavan,4615
Jane Darwell,4616
John Carradine,4617
Charley Grapewin,4618
June Allyson,4619
Robert Keith,4620
Ellen Latzen,4621
Shizuko Hoshi,4622
Ruth Nelson,4623
Adam Bryant,4624
Paul Lombardi,4625
Shane Bailey,4626
Becky Jo Lynch,4627
Ed Berke,4628
Carol Robbins,4629
Chris Bauer,4630
Jewel,4631
Jeremy W. Auman,4632
Sheryl Lee Ralph,4633
Heather-Jay Jones,4634
Julie Hamilton,4635
Samantha Morton,4636
Ben Duncan,4637
Mary Pickford,4638
Milla Davenport,4639
Percy Haswell,4640
Fay Lemport,4641
Jean Gabin,4642
Dita Parlo,4643
Pierre Fresnay,4644
Mark Harmon,4645
Blair Brown,4646
Lisa Jane Persky,4647
Bono,4648
The Edge,4649
Adam Clayton,4650
Larry Mullen Jr.,4651
Michael Clarke Duncan,4652
Arija Bareikis,4653
Ray Winstone,4654
Annabelle Apsion,4655
Kate Ashfield,4656
Lara Belmont,4657
Kerwin Mathews,4658
Kathryn Grant,4659
Richard Eyer,4660
Torin Thatcher,4661
Tom Felton,4662
Jonathan Lipnicki,4663
Zhou Sun,4664
Xiaohe Lü,4665
James Levine,4666
Itzhak Perlman,4667
Quincy Jones,4668
Toby Stephens,4669
Allan Corduner,4670
Sukie Smith,4671
Candice Bergen,4672
Art Garfunkel,4673
Antonio Mendoza,4674
Simone Signoret,4675
Heather Sears,4676
Donald Wolfit,4677
Gerry Becker,4678
Greyson Erik Pendry,4679
Vicellous Shannon,4680
Mike Epps,4681
John Witherspoon,4682
Joe Breen,4683
Ciaran Owens,4684
Fred A. Leuchter Jr.,4685
Robert Jan Van Pelt,4686
David Irving,4687
Caroline Leuchter,4688
Osheen Jones,4689
Dario D'Ambrosi,4690
Reeve Carney,4691
Sofia Polanska,4692
Pavol Simon,4693
Ivan Lukac,4694
Patrik Minar,4695
Frankie Muniz,4696
Ayesha Dharker,4697
K. Krishna,4698
Sonu Sisupal,4699
Vishwas,4700
Otto Preminger,4701
Robert Strauss,4702
Billy Green Bush,4703
Fannie Flagg,4704
Victor Jory,4705
Lilli Palmer,4706
Rod Mullinar,4707
Alex Karras,4708
Robert Romanus,4709
Bruce Myles,4710
Neil Fitzpatrick,4711
Kevin Conroy,4712
David Marshall Grant,4713
Janet Gaynor,4714
May Robson,4715
Brian Deacon,4716
Eric Deacon,4717
Andréa Ferréol,4718
Frances Barber,4719
Janet Suzman,4720
Hugh Fraser,4721
Eiji Okada,4722
Kyôko Kishida,4723
Kôji Mitsui,4724
Hiroko Itô,4725
Maria Schell,4726
Mary Tamm,4727
Craig Ferguson,4728
Chris Langham,4729
David Rasche,4730
Orgyen Tobgyal,4731
Neten Chokling,4732
Jamyang Lodro,4733
Lama Chonjor,4734
Quinn Cummings,4735
Barnard Hughes,4736
Vincent Spano,4737
Anne Pitoniak,4738
Gary Kemp,4739
Sheila Kelley,4740
Mädchen Amick,4741
Dana Ashbrook,4742
Tyra Ferrell,4743
Teresa Sun-Kwan Mo,4744
Philip Chan,4745
Benoît Poelvoorde,4746
Jacqueline Poelvoorde-Pappaert,4747
Nelly Pappaert,4748
Hector Pappaert,4749
Carlos Gallardo,4750
Consuelo Gómez,4751
Jaime de Hoyos,4752
Peter Marquardt,4753
Estelle Getty,4754
Isabel Glasser,4755
Terry O'Quinn,4756
Brian McElroy,4757
Frank Acciarito,4758
Peggy Gormley,4759
Norman Reedus,4760
David Della Rocco,4761
Anjanette Comer,4762
Susanne Zenor,4763
Val Avery,4764
Timothy Carey,4765
Daphne,4766
Reanna,4767
Gina,4768
Shaun,4769
Joanne Woodward,4770
Jack Gilford,4771
Lester Rawlins,4772
Daniel York,4773
Patcharawan Patarakijjanon,4774
Mark Webber,4775
Nikita Hopkins,4776
Ken Sansom,4777
Minzhi Wei,4778
Huike Zhang,4779
Zhenda Tian,4780
Enman Gao,4781
Bruce Jones,4782
Julie Brown,4783
Gemma Phoenix,4784
Ricky Tomlinson,4785
Neville Brand,4786
Mel Ferrer,4787
Carolyn Jones,4788
Judy Geeson,4789
Christian Roberts,4790
Suzy Kendall,4791
Nicky Katt,4792
Cole Hauser,4793
Thomas Goodridge,4794
Faruk Pruti,4795
Tony Peters,4796
Dado Jehan,4797
Tracey Helton,4798
Alice McMunn,4799
Jessica Snow,4800
Merna Kennedy,4801
Al Ernest Garcia,4802
Harry Crocker,4803
Molly McCarthy,4804
Martha Gehman,4805
Virginia Cherrill,4806
Florence Lee,4807
Harry Myers,4808
Edna Purviance,4809
Jackie Coogan,4810
Carl Miller,4811
Vera-Ellen,4812
Bobby Howes,4813
Fred McCarren,4814
Miriam Flynn,4815
Terry Funk,4816
Mick Foley,4817
Jake Roberts,4818
Barry W. Blaustein,4819
Benjamin Bratt,4820
John Tormey,4821
Cliff Gorman,4822
Noah Taylor,4823
Loene Carmen,4824
Ben Mendelsohn,4825
Graeme Blundell,4826
Audrey Christie,4827
Matt Lattanzi,4828
Caren Kaye,4829
Clark Brandon,4830
Jim Lovell,4831
Ken Mattingly,4832
Russell Schweickart,4833
Eugene Cernan,4834
Judy Holliday,4835
Howard St. John,4836
John Harkins,4837
Sandy Baron,4838
Ron Brown,4839
Brian Russell,4840
Linda Wallace,4841
Jim Wilson,4842
William Kerwin,4843
Mal Arnold,4844
Connie Mason,4845
Lyn Bolton,4846
Zachary Ittimangnaq,4847
Samson Jorah,4848
Claudia McNeil,4849
Diana Sands,4850
Niamh Cusack,4851
Ruth McCabe,4852
Sergey Bodrov,4853
Sheb Wooley,4854
Dennis Christopher,4855
Jackie Earle Haley,4856
Penelope Allen,4857
Sully Boyar,4858
Ron Howard,4859
Jeffrey Hunter,4860
Cora Lee Day,4861
Alva Rogers,4862
Barbara O,4863
Trula Hoosier,4864
Robert Vaughn,4865
Gottfried John,4866
Marianne Sägebrecht,4867
Margaret Langrick,4868
Joshua Rudoy,4869
Fidel Abrego,4870
Jere Burns,4871
Haviland Morris,4872
John McMartin,4873
Michael E. Knight,4874
Gwen Verdon,4875
Richard Hunt,4876
Blaze Berdahl,4877
Glenda Jackson,4878
Audrey Dalton,4879
Kenneth More,4880
Ronald Allen,4881
Robert Ayres,4882
Virginia Mayo,4883
Robert Beatty,4884
Moultrie Kelsall,4885
David Brisbin,4886
Dawn Didawick,4887
Jeanie Drynan,4888
Linal Haft,4889
Russell Dykstra,4890
Geneviève Lemon,4891
Ali Larter,4892
Kerr Smith,4893
Kristen Cloke,4894
Bart the Bear,4895
Youk the Bear,4896
Jack Wallace,4897
Isobel Elsom,4898
Margarita Terekhova,4899
Filipp Yankovskiy,4900
Ignat Daniltsev,4901
Nick Cravat,4902
Eva Bartok,4903
Lee Strasberg,4904
Stephen Furst,4905
Tracy Camilla Johns,4906
Tommy Redmond Hicks,4907
John Canada Terrell,4908
Tisha Campbell,4909
Kyme,4910
Richard Edson,4911
Julie Sedgewick,4912
Ricky Schroder,4913
Hope Lange,4914
Steven Keats,4915
Deborah Raffin,4916
Ed Lauter,4917
Lesley-Anne Down,4918
Michael Parks,4919
Chuck Shamata,4920
Byron Barr,4921
Colleen Dewhurst,4922
Judith Hoag,4923
Josh Pais,4924
David Forman,4925
Michelan Sisti,4926
Leif Tilden,4927
Michael Carmine,4928
John Cameron Mitchell,4929
Leah Ayres,4930
Norman Burton,4931
Tilly Losch,4932
Tom T. Tran,4933
Chintara Sukapatana,4934
Katharine Houghton,4935
Aaliyah,4936
Russell Wong,4937
Leelee Sobieski,4938
Shane West,4939
Marla Sokoloff,4940
Jodi Lyn O'Keefe,4941
Manu Intiraymi,4942
Susan Tyrrell,4943
Hossein Mahjoub,4944
Mohsen Ramezani,4945
Salameh Feyzi,4946
Farahnaz Safari,4947
Myriam Cyr,4948
James Aubrey,4949
Tom Chapin,4950
Hugh Edwards,4951
Roger Elwin,4952
Henry Bergman,4953
Tiny Sandford,4954
Brandon De Wilde,4955
Dick York,4956
Maksim Munzuk,4957
Yuriy Solomin,4958
Mikhail Bychkov,4959
Vladimir Khrulyov,4960
François Truffaut,4961
Teri Garr,4962
Myriam Boyer,4963
Jacques Denis,4964
Anne Revere,4965
Kylie Travis,4966
Shannon Whirry,4967
Rosanna DeSoto,4968
Corey Haim,4969
Kerri Green,4970
Iben Hjejle,4971
Todd Louiso,4972
Hill Harper,4973
Leslie Bibb,4974
Glen Campbell,4975
Jeremy Slate,4976
Rudolph Valentino,4977
Vilma Bánky,4978
George Fawcett,4979
Montagu Love,4980
Navin Chowdhry,4981
Peggy Ashcroft,4982
Twiggy,4983
Brad Davis,4984
Irene Miracle,4985
Bo Hopkins,4986
Paolo Bonacelli,4987
Frances Sternhagen,4988
Peter Finch,4989
Natalya Bondarchuk,4990
Donatas Banionis,4991
Jüri Järvet,4992
Vladislav Dvorzhetskiy,4993
Herb Edelman,4994
Mac Davis,4995
Dayle Haddon,4996
Sondra Locke,4997
Shawn Doyle,4998
Elizabeth Mitchell,4999
Scott Caan,5000
Carroll O'Connor,5001
Sarah Hyland,5002
David Roberts,5003
Sandy Winton,5004
Yael Stone,5005
Ernie Kovacs,5006
Edward Fox,5007
Franco Nero,5008
Screamin' Jay Hawkins,5009
Cinqué Lee,5010
Liza Minnelli,5011
Geraldine Fitzgerald,5012
Tawny Kitaen,5013
Adrian Zmed,5014
George Grizzard,5015
Kevin Peter Hall,5016
Elpidia Carrillo,5017
Emmanuelle Chaulet,5018
Stephen Lack,5019
Katie Garner,5020
Grace Phillips,5021
John Colicos,5022
Dominic West,5023
Justin Theroux,5024
Josh Lucas,5025
Bill Sage,5026
Susan Barnes,5027
Linda Bassett,5028
Jordan Routledge,5029
Archie Panjabi,5030
Paul Cook,5031
Steve Jones,5032
John Lydon,5033
Glen Matlock,5034
Bobcat Goldthwait,5035
Bruce Baum,5036
Steve Bean,5037
Helmut Griem,5038
Joel Grey,5039
Victor Buono,5040
Wesley Addy,5041
Forrest Tucker,5042
Coral Browne,5043
Fred Clark,5044
Vivian Blaine,5045
Kate Hudson,5046
Ted Knight,5047
Sanaa Lathan,5048
Glenndon Chatman,5049
Jess Willard,5050
Jon Bon Jovi,5051
Graham Beckel,5052
Kristen Johnston,5053
Jane Krakowski,5054
Debbie Fan,5055
Eric Mabius,5056
Antônio Fagundes,5057
Alexandre Borges,5058
Débora Bloch,5059
Paul Dawson,5060
Derick Martini,5061
Steven Martini,5062
Amy Hathaway,5063
Heather Moudy,5064
Bodil Jørgensen,5065
Jens Albinus,5066
Anne Louise Hassing,5067
Troels Lyby,5068
Diane Ladd,5069
Jennifer Runyon,5070
Harrison Page,5071
Rick Dean,5072
Rob Camilletti,5073
Stephen Lee,5074
Cyril O'Reilly,5075
Claudia Christian,5076
Clarence Felder,5077
Richard Tyson,5078
James Fox,5079
Valérie Kaprisky,5080
Art Metrano,5081
John Simm,5082
Lorraine Pilkington,5083
Shaun Parkes,5084
Nicola Reynolds,5085
Ray Sharkey,5086
Tovah Feldshuh,5087
Paul Land,5088
Leigh McCloskey,5089
Eleonora Giorgi,5090
Daria Nicolodi,5091
Perry King,5092
Paul Mace,5093
Frederick Koehler,5094
Taliesin Jaffe,5095
Jean Valmont,5096
Michel Elias,5097
Frédéric Legros,5098
Yves-Marie Maurin,5099
Barry Pepper,5100
Amanda Schull,5101
Ethan Stiefel,5102
Sascha Radetsky,5103
Christine Dunham,5104
Amanda Peet,5105
Brian Van Holt,5106
Jonathan Abrahams,5107
Zorie Barber,5108
Elaine Stritch,5109
Kathryn Grayson,5110
José Iturbi,5111
Paul Wallace,5112
Betty Garrett,5113
Ann Miller,5114
Mark Holton,5115
Xuan Ngoc Nguyen,5116
Barbara Sonneborn,5117
Mena Suvari,5118
Zak Orth,5119
Thomas Sadoski,5120
Julianna Margulies,5121
Seann William Scott,5122
Paulo Costanzo,5123
Tracey Ullman,5124
Carolyn Saxon,5125
Julius Averitt,5126
Steve Ballard,5127
Lucy Liu,5128
Brandon Merrill,5129
Moby,5130
Lord T. Byron,5131
McGuinnes,5132
Lady Galore,5133
John Standing,5134
Matthew Delamere,5135
Candace Hilligoss,5136
Frances Feist,5137
Sidney Berger,5138
Art Ellison,5139
John Carroll,5140
Anna Lee,5141
Paul Kelly,5142
Mack Swain,5143
Tom Murray,5144
Mady Correll,5145
Allison Roddan,5146
Robert Lewis,5147
George Lazenby,5148
Diana Rigg,5149
Barbara Bach,5150
Curd Jürgens,5151
Richard Kiel,5152
Macha Méril,5153
Stéphane Freiss,5154
Setti Ramdane,5155
Michael Lonsdale,5156
Britt Ekland,5157
Maud Adams,5158
Jerry Desmonde,5159
Oliver Johnston,5160
Clarence Geldert,5161
Lydia Knott,5162
Susan Hayward,5163
Dennis O'Keefe,5164
William Frawley,5165
Paul Giamatti,5166
Jascha Washington,5167
Maureen Connell,5168
Richard Wattis,5169
Christopher George,5170
Catriona MacColl,5171
Carlo De Mejo,5172
Antonella Interlenghi,5173
Lauren Hutton,5174
Robert August,5175
Michael Hynson,5176
Lord James Blears,5177
Ugo Tognazzi,5178
Elizabeth Maclellan,5179
Collin Bernsen,5180
Steve Welles,5181
Greg Webb,5182
James Donald,5183
Andrew Keir,5184
Julian Glover,5185
Jimmie F. Skaggs,5186
Guy Rolfe,5187
Richard Lynch,5188
Kristopher Logan,5189
Gordon Currie,5190
Chandra West,5191
Ash Adams,5192
Teresa Hill,5193
Ian Ogilvy,5194
Leonard Whiting,5195
Olivia Hussey,5196
John McEnery,5197
Pam Dawber,5198
David Tom,5199
Cleavon Little,5200
Slim Pickens,5201
Harvey Korman,5202
Red Steagall,5203
Frank Inn,5204
Benjean,5205
Nancy Francis,5206
Peter Breck,5207
Deborah Walley,5208
Patsy Garrett,5209
Allen Fiuzat,5210
Art Vasil,5211
Rosemary Clooney,5212
Patrick Disanto,5213
Charlotte Stewart,5214
Allen Joseph,5215
Jeanne Bates,5216
Arnold Stang,5217
Eugene Tatu,5218
Alice Bag Band,5219
Black Flag,5220
Catholic Discipline,5221
Mara Krupp,5222
Joe Perry,5223
Steven Tyler,5224
Gene Simmons,5225
Alice Cooper,5226
David Soul,5227
M. Emmet Walsh,5228
Beau Bridges,5229
Ellie Raab,5230
Pierre-Marie Escourrou,5231
Catherine Chevallier,5232
Wyatt Knight,5233
Mark Herrier,5234
Roger Wilson,5235
Tony Ganios,5236
Janelle Brady,5237
Gil Brenton,5238
Robert Prichard,5239
Pat Ryan,5240
Betsy Russell,5241
Michael Zorek,5242
Andree Maranda,5243
Mitch Cohen,5244
Jennifer Babtist,5245
Cindy Manion,5246
Ron Fazio,5247
John Altamura,5248
Phoebe Legere,5249
Rick Collins,5250
Steve Marshall,5251
Jill Whitlow,5252
Jim Brown,5253
Richard Jaeckel,5254
Daryl Edwards,5255
Rosanna Carter,5256
Ray Ramirez,5257
Kevyn Major Howard,5258
Joanne Samuel,5259
Hugh Keays-Byrne,5260
Steve Bisley,5261
Bruce Spence,5262
Michael Preston,5263
Max Phipps,5264
Tina Turner,5265
Adam Cockburn,5266
David Carradine,5267
Bill Duke,5268
David Margulies,5269
David Keith,5270
Brian Krause,5271
Alice Krige,5272
Jim Haynie,5273
Leleti Khumalo,5274
Miriam Makeba,5275
Dwight Schultz,5276
Michael Ontkean,5277
Neil Patrick Harris,5278
Harris Yulin,5279
T.J. Cross,5280
Jennifer Ehle,5281
Alan Bates,5282
Penelope Milford,5283
Mews Small,5284
Ron Thompson,5285
Jerry Holland,5286
Austin Stoker,5287
Darwin Joston,5288
Laurie Zimmer,5289
Martin West,5290
Cynda Williams,5291
Allen Garfield,5292
Christopher St. John,5293
Lisa Eichhorn,5294
Ann Dusenberry,5295
Jack Kehoe,5296
Biff McGuire,5297
Michael Kane,5298
Jan Sterling,5299
Robert Arthur,5300
Porter Hall,5301
Michael Sacks,5302
Miriam Hopkins,5303
Kay Francis,5304
Dennis Dun,5305
Aleksandr Antonov,5306
Vladimir Barskiy,5307
Grigoriy Aleksandrov,5308
Ivan Bobrov,5309
Brendon Ryan Barrett,5310
Gay Thomas Wilson,5311
Robert Michael Kelly,5312
Torben Brooks,5313
Dierdre Lewis,5314
Julia Sawalha,5315
Phil Daniels,5316
Lynn Ferguson,5317
Manuel Lozano,5318
Fernando Fernán Gómez,5319
Uxía Blanco,5320
Gonzalo Uriarte,5321
Piper Perabo,5322
Anthony Anderson,5323
Mongo Brownlee,5324
Andreas Katsulas,5325
Bryan Brown,5326
Evan C. Kim,5327
Bong Soo Han,5328
Jesse Borrego,5329
Enrique Castillo,5330
Joanna Gleason,5331
David Tress,5332
Lenore Kasdorf,5333
Soon-Tek Oh,5334
Steven Williams,5335
Bennett Ohta,5336
Aki Aleong,5337
Roland Harrah III,5338
Miki Kim,5339
Geoffrey Lewis,5340
Robin Harris,5341
Caroline Munro,5342
Tom Baker,5343
Douglas Wilmer,5344
Bowlegged Lou,5345
Nick Reding,5346
Nicholas Ball,5347
Alexander Morton,5348
Spencer Breslin,5349
Emily Mortimer,5350
Anna Faris,5351
Jon Abrahams,5352
Carmen Electra,5353
Jiayi Du,5354
Zheng Fang,5355
Bing He,5356
Brandt Wille,5357
David Hemmings,5358
Sarah Miles,5359
John Castle,5360
Chris Ferreira,5361
Mackenzie Firgens,5362
Elizabeth Sun,5363
Steve Van Wormer,5364
Brock Peters,5365
Jaime Sánchez,5366
Lori Singer,5367
Mike White,5368
Chris Weitz,5369
Lupe Ontiveros,5370
Beth Colt,5371
Hugh Jackman,5372
Gabrielle Rose,5373
Elize Frances Stolk,5374
Nadia Litz,5375
Lori Heuring,5376
Susan Ward,5377
Matthew Settle,5378
Ikue Ôtani,5379
Unshô Ishizuka,5380
Katharine Towne,5381
Arthur O'Connell,5382
Camilla Sparv,5383
Patrick Wayne,5384
Taryn Power,5385
Margaret Whiting,5386
Raf Vallone,5387
Eleonora Brown,5388
Edward Woodward,5389
John Waters,5390
Kristin Griffith,5391
Mary Beth Hurt,5392
Georges Adet,5393
Frank Adu,5394
Norma Aleandro,5395
Héctor Alterio,5396
Chunchuna Villafañe,5397
Hugo Arana,5398
Ken Watanabe,5399
Nobuko Miyamoto,5400
John Ales,5401
Vanessa Paradis,5402
Frédéric Pfluger,5403
Dimitris Georgalas,5404
Shirley Henderson,5405
Gina McKee,5406
Adam Garcia,5407
Nicholas Brendon,5408
Kimberley Davies,5409
Martin Clunes,5410
Michèle Mercier,5411
Lidia Alfonsi,5412
Mark Damon,5413
Jason Evers,5414
Virginia Leith,5415
Anthony La Penna,5416
Adele Lamont,5417
Paula Irvine,5418
Gloria Lynne Henry,5419
Heidi Marnhout,5420
Jeff East,5421
John D'Aquino,5422
Kimberly Ross,5423
Ken Jenkins,5424
Felissa Rose,5425
Jonathan Tiersten,5426
Karen Fields,5427
Christopher Collet,5428
Jane Marken,5429
Dyanne Thorne,5430
Gregory Knoph,5431
Tony Mumolo,5432
Maria Marx,5433
Candice Azzara,5434
George Brent,5435
Ethel Barrymore,5436
Kent Smith,5437
Donal Logue,5438
Ayelet Kaznelson,5439
John Hines,5440
John Harrington Bland,5441
Sergi López,5442
Jacques Viala,5443
Paul Pavel,5444
Holliston Coleman,5445
RuPaul,5446
Tammy Faye Bakker,5447
Virginia Fairchild,5448
Johnny Grover,5449
Tommy Tiernan,5450
Brooke Langton,5451
Orlando Jones,5452
Steve Harvey,5453
D.L. Hughley,5454
Cedric The Entertainer,5455
Bernie Mac,5456
Colton James,5457
Takehiro Murata,5458
Hiroshi Abe,5459
Naomi Nishida,5460
Mayu Suzuki,5461
Martha Scott,5462
Fay Bainter,5463
Michael Callan,5464
Dwayne Hickman,5465
Van Heflin,5466
Albert Dekker,5467
Eliza Dushku,5468
Gabrielle Union,5469
Mischa Barton,5470
Adrian Paul,5471
Bruce Payne,5472
Lisa Barbuscia,5473
María Galiana,5474
Ana Fernández,5475
Carlos Álvarez-Nóvoa,5476
