movieId,starId
310,280
310,854
310,855
311,856
311,857
311,858
311,859
308,852
308,637
308,860
308,861
313,862
313,863
313,864
313,865
312,866
312,810
312,867
312,868
314,869
314,870
314,871
314,872
315,87
315,64
315,66
315,873
316,874
316,875
316,876
316,877
317,6
317,878
317,879
317,300
318,725
318,168
318,880
318,881
319,882
319,883
319,884
319,885
320,886
320,887
320,888
320,889
321,890
321,891
321,892
321,893
322,169
322,894
322,895
322,896
324,897
324,845
324,898
324,899
325,229
325,900
325,901
325,902
327,903
327,517
327,904
327,905
326,906
326,114
326,907
326,908
328,909
328,881
328,910
328,911
329,912
329,913
329,786
329,914
330,915
330,916
330,917
330,918
331,919
331,920
331,921
331,922
332,923
332,137
332,924
332,925
333,302
333,303
333,926
333,927
334,928
334,929
334,930
334,931
336,316
336,932
336,933
336,934
335,935
335,91
335,936
335,937
337,310
337,442
337,237
337,94
339,217
339,339
339,935
339,938
338,489
338,845
338,617
338,939
340,940
340,610
340,194
340,941
343,942
343,943
343,944
343,945
342,946
342,947
342,948
342,949
341,950
341,951
341,952
341,953
345,954
345,955
345,956
345,957
344,71
344,958
344,959
344,960
346,961
346,962
346,963
346,964
347,446
347,295
347,965
347,344
348,332
348,433
348,966
348,180
349,25
349,919
349,967
349,483
350,130
350,458
350,34
350,643
352,968
352,319
352,969
352,970
351,342
351,642
351,613
351,971
353,972
353,973
353,974
353,481
354,458
354,975
354,976
354,977
355,410
355,259
355,104
355,395
356,5
356,270
356,455
356,206
357,446
357,602
357,62
357,73
358,978
358,979
358,980
358,981
359,982
359,983
359,984
359,985
360,728
360,306
360,986
360,987
361,90
361,51
361,988
361,989
362,990
362,991
362,992
362,153
363,993
363,994
363,995
363,996
364,997
364,491
364,142
364,642
365,514
365,51
365,998
365,999
367,71
367,1000
367,1001
367,1002
366,1003
366,1004
366,1005
366,1006
368,171
368,370
368,1007
368,493
370,45
370,1008
370,1009
370,1010
369,193
369,1011
369,997
369,935
371,1012
371,377
371,570
371,816
372,164
372,636
372,1013
372,1014
373,90
373,612
373,1015
373,1016
374,1017
374,1018
374,1019
374,305
376,353
376,49
376,770
376,593
377,514
377,612
377,217
377,933
378,1012
378,56
378,923
378,1020
379,29
379,1021
379,1022
379,1023
381,688
381,278
381,165
381,613
380,734
380,1024
380,260
380,454
382,267
382,118
382,875
382,1025
383,610
383,582
383,83
383,1026
384,614
384,98
384,58
384,1027
385,619
385,1028
385,309
385,1029
387,215
387,144
387,910
387,1030
386,961
386,1031
386,1032
386,1033
388,1034
388,1035
388,1036
388,1037
389,1038
389,1039
389,1040
389,1041
390,1042
390,1043
390,1044
390,1045
391,316
391,910
391,1046
391,1047
393,29
393,1048
393,1049
393,1050
405,160
405,1051
405,1052
405,1053
406,1054
406,1055
406,1056
406,1057
407,153
407,519
407,1058
407,1059
408,1060
408,181
408,987
408,1061
409,1062
409,1063
409,284
409,1064
410,269
410,1048
410,280
410,340
413,1065
413,523
413,345
413,302
412,1066
412,118
412,164
412,1067
414,49
414,1068
414,1069
414,1070
415,209
415,1071
415,104
415,1072
416,123
416,248
416,602
416,539
417,1073
417,1074
417,1075
417,187
418,9
418,475
418,1076
418,1077
419,1078
419,826
419,8
419,1079
420,315
420,1080
420,1081
420,1082
421,38
421,154
421,1083
421,1084
422,123
422,762
422,1085
422,1086
423,290
423,458
423,1087
423,1088
425,456
425,458
425,30
425,1089
424,728
424,1090
424,640
424,1091
427,92
427,1092
427,454
427,1093
426,1094
426,1095
426,1096
426,1097
428,22
428,180
428,1098
428,509
430,1099
430,1100
430,1101
430,390
429,1102
429,1103
429,1104
429,522
431,21
431,131
431,1105
431,597
432,685
432,862
432,621
432,1106
433,1107
433,1108
433,142
433,474
434,87
434,1109
434,1110
434,1111
435,682
435,1112
435,1113
435,1114
436,122
436,1115
436,1116
436,1117
437,776
437,862
437,433
437,1118
438,76
438,207
438,664
438,481
440,689
440,79
440,58
440,1119
441,1120
441,1121
441,644
441,1122
442,87
442,75
442,217
442,772
445,518
445,1092
445,1025
445,959
444,827
444,443
444,1123
444,1124
446,1125
446,1126
446,114
446,906
449,1127
449,1128
449,1129
449,1130
448,290
448,717
448,988
448,780
450,65
450,1065
450,1131
450,1132
451,582
451,688
451,1133
451,1134
452,1135
452,565
452,797
452,1136
454,727
454,611
454,83
454,1137
453,44
453,1094
453,1138
453,1139
455,404
455,903
455,508
455,1140
456,1141
456,580
456,492
456,1142
457,25
457,458
457,1143
457,88
458,1144
458,83
458,570
458,1145
459,271
459,1146
459,508
459,66
461,1147
461,1148
461,1149
461,1150
460,1017
460,1151
460,210
460,986
464,29
464,96
464,662
464,1152
466,1153
466,1088
466,1108
466,413
467,681
467,1154
467,687
467,1155
468,446
468,1029
468,1156
468,72
469,491
469,353
469,1157
469,1158
470,1159
470,1160
470,1161
470,1162
471,725
471,794
471,193
471,197
472,728
472,372
472,32
472,1163
473,221
473,903
473,1164
473,396
474,352
474,307
474,84
474,664
475,1066
475,1165
475,1166
475,1167
477,14
477,98
477,1168
477,1169
476,148
476,933
476,1170
476,1171
478,65
478,247
478,224
478,1172
479,1071
479,771
479,218
479,961
480,153
480,1173
480,97
480,787
481,124
481,237
481,1174
481,1175
482,244
482,637
482,1176
482,1177
484,1178
484,1179
484,1080
484,1180
485,734
485,1181
485,1182
485,1183
486,44
486,1184
486,432
486,1185
487,1186
487,771
487,1187
487,1188
488,491
488,722
488,1189
488,1190
490,271
490,156
490,339
490,1191
489,642
489,1151
489,434
489,233
491,171
491,1192
491,1193
491,1194
492,186
492,18
492,1195
492,1196
493,1197
493,148
493,1198
493,1199
494,874
494,395
494,598
494,597
495,1200
495,1201
495,1202
495,1203
496,1204
496,1205
496,416
496,416
497,99
497,60
497,514
497,1206
499,157
499,460
499,643
499,579
500,9
500,206
500,37
500,1207
501,154
501,1208
501,625
501,1209
504,342
504,96
504,667
504,1210
502,1123
502,1211
502,759
502,1212
505,940
505,122
505,298
505,1213
506,1214
506,909
506,1215
506,1216
507,610
507,352
507,1173
507,1217
508,5
508,489
508,1218
508,1219
509,80
509,235
509,153
509,1220
510,1221
510,1063
510,1222
510,917
511,1133
511,395
511,978
511,1223
512,658
512,1224
512,1225
512,149
513,1226
513,248
513,1227
513,1228
514,218
514,1229
514,169
514,1230
515,53
515,60
515,1231
515,923
516,85
516,1232
516,1085
516,1233
517,501
517,75
517,235
517,163
518,53
518,51
518,997
518,332
519,1234
519,1235
519,1236
519,1237
520,991
520,93
520,1238
520,1239
521,569
521,1240
521,1241
521,237
522,845
522,1242
522,1243
522,1244
524,1245
524,1246
524,1227
524,1247
523,1248
523,1249
523,1250
523,1251
526,1252
526,595
526,1253
526,1254
527,367
527,587
527,585
527,291
528,372
528,1065
528,433
528,1255
529,427
529,585
529,1256
529,54
533,271
533,722
533,1105
533,938
531,1257
531,1258
531,1259
531,1260
532,1261
532,1262
532,1263
532,507
534,53
534,686
534,1264
534,1265
535,602
535,88
535,725
535,692
536,17
536,179
536,479
536,1266
537,446
537,1029
537,153
537,387
538,434
538,426
538,658
538,145
539,5
539,688
539,1267
539,1268
540,64
540,239
540,1269
540,155
541,25
541,1270
541,959
541,792
542,221
542,1271
542,1272
542,1273
543,1274
543,665
543,783
543,1275
546,50
546,597
546,612
546,318
547,1270
547,517
547,144
547,661
544,122
544,384
544,1072
544,494
548,1153
548,1276
548,273
548,242
549,1277
549,1278
549,1279
549,1280
550,1015
550,408
550,181
550,1281
552,1153
552,207
552,538
552,1282
551,1283
551,1284
551,1266
551,733
553,874
553,23
553,1285
553,454
555,247
555,397
555,612
555,23
556,1286
556,1287
556,1288
556,1289
558,1017
558,280
558,1290
558,1291
562,1292
562,1293
562,1294
562,1184
563,1295
563,1038
563,1296
563,1297
564,1269
564,826
564,82
564,1298
567,344
567,1299
567,224
567,1300
568,1301
568,1302
568,1303
568,1304
569,1305
569,1306
569,1307
569,1308
573,1309
573,1310
573,1311
573,1312
574,1313
574,1314
574,1315
574,1316
575,1317
575,1318
575,1319
575,1320
577,613
577,1321
577,1322
577,1323
579,1324
579,182
579,1325
579,1326
580,1327
580,1328
580,1329
580,689
581,1330
581,1331
581,1332
581,1333
585,1334
585,1335
585,1336
585,1337
583,1338
583,1339
583,1340
583,1341
586,1017
586,65
586,621
586,1342
587,591
587,103
587,642
587,566
589,734
589,1343
589,368
589,1344
588,1345
588,9
588,1346
588,1347
592,1012
592,267
592,1146
592,975
590,610
590,1090
590,493
590,1348
593,370
593,53
593,1349
593,195
595,1350
595,1351
595,1352
595,1353
596,1354
596,1355
596,1356
596,1357
594,1358
594,1359
594,1360
594,1361
600,789
600,1362
600,1122
600,647
597,502
597,306
597,298
597,810
599,1363
599,1364
599,1365
599,1366
605,118
605,236
605,1367
605,1368
602,1369
602,1370
602,1371
602,1372
606,1373
606,1374
606,1375
606,1376
609,44
609,206
609,1377
609,1378
608,1379
608,467
608,523
608,1380
610,1381
610,471
610,1382
610,1383
611,1384
611,1385
611,1386
611,1387
612,1388
612,729
612,980
612,946
613,579
613,1389
613,1220
613,1390
615,1391
615,1392
615,1393
615,1394
616,1395
616,1396
616,1397
616,1398
617,1399
617,1400
617,1401
617,1402
618,68
618,784
618,1403
618,333
619,1404
619,1405
619,1406
619,1407
626,435
626,1408
626,1222
626,1409
627,1000
627,1410
627,314
627,106
628,502
628,479
628,1411
628,1412
631,1153
631,1413
631,1414
631,1364
632,963
632,1415
632,1416
632,1417
633,1418
633,1419
633,1420
633,1421
634,642
634,1422
634,1423
634,1424
635,570
635,142
635,1027
635,1425
636,1426
636,1427
636,1428
636,1429
637,17
637,682
637,713
637,210
638,1430
638,318
638,1431
638,1432
639,1433
639,1434
639,1435
639,1436
640,64
640,841
640,180
640,669
645,1437
645,1438
645,843
645,1439
647,489
647,688
647,1440
647,1441
648,727
648,24
648,1437
648,177
649,1442
649,459
649,1443
649,1444
650,270
650,168
650,426
650,1445
653,582
653,501
653,516
653,1165
656,642
656,58
656,1072
656,201
661,1446
661,1447
661,1165
661,73
662,1448
662,1031
662,1449
662,1450
663,1451
663,1452
663,1453
663,1454
665,1455
665,1456
665,1457
665,1458
668,1459
668,1460
668,1461
668,1462
667,1463
667,1464
667,1123
667,1465
670,1466
670,1467
670,1468
670,1469
673,1470
673,1471
673,1433
673,1472
671,1473
671,1474
671,1475
671,1476
674,1477
674,1478
674,1479
674,1480
678,1481
678,1482
678,640
678,1483
679,619
679,1484
679,1485
679,1486
680,1487
680,1392
680,1488
680,1489
685,1490
685,1491
685,1492
685,692
688,1493
688,342
688,218
688,1494
692,1051
692,881
692,1495
692,1496
691,1497
691,1263
691,1065
691,1498
694,1269
694,1499
694,281
694,1500
695,133
695,1210
695,1501
695,1502
698,1503
698,1504
698,1505
698,1506
697,514
697,867
697,1000
697,319
700,1507
700,1508
700,669
700,1509
703,164
703,1510
703,1511
703,666
706,473
706,1512
706,262
706,1513
704,29
704,1514
704,1085
704,1515
707,728
707,784
707,981
707,180
709,1516
709,1517
709,484
709,1518
708,827
708,1013
708,1519
708,1520
711,1186
711,940
711,1521
711,1522
710,758
710,621
710,682
710,1523
714,310
714,1524
714,1298
714,96
715,1525
715,851
715,1526
715,1527
718,1528
718,690
718,1529
718,1530
720,1531
720,1532
720,1533
720,1534
719,1012
719,602
719,1535
719,1536
722,1537
722,1538
722,1539
722,1540
724,1541
724,1542
724,1543
724,1544
725,492
725,97
725,758
725,1545
726,64
726,837
726,1546
726,935
728,1432
728,1206
728,1547
728,1548
731,271
731,617
731,248
731,1490
733,501
733,90
733,55
733,1549
735,301
735,1550
735,1551
735,1552
736,741
736,454
736,1553
736,991
741,1554
741,1555
741,1556
741,1557
737,1558
737,1559
737,1560
737,1561
742,1234
742,427
742,1562
742,1563
745,1531
745,1532
745,1533
745,416
743,45
743,1564
743,197
743,1565
747,260
747,1566
747,1318
747,1567
748,1153
748,200
748,1568
748,1569
750,1570
750,1508
750,1571
750,1572
759,1573
759,416
759,416
759,416
757,400
757,1574
757,1125
757,402
760,1575
760,1576
760,1577
760,1578
762,103
762,1579
762,518
762,1580
761,909
761,979
761,1581
761,1582
764,1583
764,1584
764,1585
764,1586
766,459
766,1587
766,1588
766,1589
773,1590
773,1591
773,1592
773,1593
765,9
765,615
765,1594
765,77
778,884
778,1595
778,504
778,1596
775,1477
775,1597
775,1598
775,956
779,611
779,664
779,1599
779,1600
780,434
780,339
780,97
780,1090
781,491
781,1584
781,1324
781,1601
782,22
782,75
782,614
782,597
784,71
784,997
784,1602
784,406
783,103
783,298
783,1603
783,1604
785,76
785,1546
785,1605
785,1606
788,315
788,910
788,1607
788,1608
786,734
786,1609
786,1133
786,1607
790,295
790,1610
790,1611
790,1612
795,988
795,235
795,608
795,1613
791,1614
791,416
791,416
791,416
798,87
798,1450
798,1615
798,1616
799,44
799,1617
799,1618
799,1619
800,1620
800,1621
800,1622
800,1623
801,1624
801,104
801,1625
801,1626
802,86
802,1627
802,1628
802,570
803,524
803,409
803,1629
803,1630
804,430
804,1631
804,1412
804,429
805,644
805,217
805,492
805,169
808,105
808,1632
808,1633
808,1634
806,823
806,1635
806,1141
806,416
810,1636
810,509
810,1637
810,1638
809,98
809,181
809,1639
809,1234
813,1605
813,644
813,1195
813,1640
818,1334
818,1335
818,304
818,1337
823,1641
823,1642
823,1643
823,1644
824,1645
824,1646
824,1647
824,1648
828,684
828,33
828,1649
828,1650
829,1101
829,1651
829,1652
829,1653
830,1654
830,1655
830,18
830,1258
832,171
832,455
832,84
832,1656
835,1657
835,505
835,1658
835,1659
833,1106
833,520
833,1660
833,476
836,514
836,168
836,1661
836,1662
837,85
837,473
837,1663
837,796
839,844
839,533
839,1664
839,1665
838,729
838,1666
838,620
838,1084
841,1667
841,1668
841,1669
841,1670
840,1024
840,474
840,1671
840,1672
842,557
842,826
842,1673
842,1284
848,936
848,165
848,1565
848,1639
849,874
849,523
849,1674
849,1675
851,1676
851,973
851,896
851,548
852,610
852,84
852,1677
852,484
858,659
858,21
858,1133
858,18
866,966
866,577
866,390
866,1678
861,373
861,1679
861,1574
861,1680
867,260
867,1681
867,473
867,873
869,193
869,920
869,616
869,1682
870,65
870,1493
870,1683
870,1408
875,1684
875,1685
875,1686
875,1687
876,1679
876,1688
876,1689
876,1690
879,1105
879,494
879,172
879,1691
881,712
881,1692
881,1693
881,1306
880,154
880,659
880,23
880,1542
882,576
882,91
882,81
882,1694
886,758
886,345
886,1133
886,1695
885,642
885,1038
885,1696
885,1697
888,1698
888,1699
888,1700
888,1701
891,1702
891,136
891,1703
891,1704
889,1705
889,1706
889,416
889,416
892,779
892,1430
892,1707
892,1708
893,728
893,962
893,1709
893,1710
896,1711
896,1712
896,1713
896,1714
897,1715
897,1716
897,1488
897,1717
898,1718
898,768
898,1719
898,1720
899,1721
899,1722
899,1723
899,1724
900,1721
900,1725
900,1726
900,1727
901,1728
901,1729
901,1730
901,1731
903,1719
903,1732
903,1733
903,1734
902,1728
902,1735
902,1736
902,1737
904,1719
904,1738
904,1739
904,1740
905,1741
905,1742
905,1743
905,1744
907,1729
907,1745
907,1746
907,1747
906,1748
906,1716
906,1749
906,1750
908,1718
908,1751
908,1752
908,1753
910,1754
910,1331
910,2
910,1755
909,2
909,1497
909,1756
909,1757
911,1718
911,1728
911,1
911,1607
912,1758
912,1716
912,1759
912,1760
913,1758
913,1761
913,1762
913,1763
915,1758
915,1728
915,1363
915,1764
914,1728
914,1765
914,1766
914,1767
917,1768
917,1769
917,1770
917,1771
916,1772
916,1728
916,1773
916,1774
918,1775
918,1776
918,1761
918,1777
920,1741
920,1778
920,1779
920,1780
919,1775
919,1781
919,1782
919,1783
921,1784
921,1785
921,1786
921,1787
922,1363
922,1788
922,1789
922,1790
923,1791
923,1749
923,1792
923,1793
924,1794
924,1795
924,1796
924,1797
926,1798
926,1799
926,1800
926,1801
927,1802
927,1803
927,1804
927,1805
928,1806
928,1807
928,1800
928,1808
929,1809
929,1810
929,1811
929,1800
930,1718
930,1716
930,1760
930,1812
931,1716
931,1772
931,1813
931,1814
932,1718
932,1815
932,1816
932,1817
933,1718
933,1738
933,1753
933,1818
934,1819
934,1820
934,1821
934,1822
936,1823
936,1824
936,1825
936,1826
935,1729
935,1827
935,1726
935,1828
937,1715
937,1728
937,1829
937,1830
938,1725
938,1829
938,1831
938,1832
940,1833
940,1834
940,1835
940,1760
941,1836
941,1837
941,1835
941,1838
942,1839
942,1840
942,1841
942,1842
944,1843
944,1844
944,1747
944,1845
943,1839
943,1765
943,1800
943,1846
945,1729
945,1745
945,1747
945,1847
947,1848
947,1849
947,1746
947,1850
946,1849
946,1851
946,1852
946,1853
948,1821
948,1854
948,1855
948,1856
949,1855
949,1857
949,1858
949,1859
950,1848
950,1860
950,1861
950,1862
952,1863
952,1864
952,1865
952,1866
951,1718
951,1804
951,1867
951,1868
953,1719
953,1869
953,1870
953,1779
954,1719
954,1871
954,1760
954,1872
955,768
955,1718
955,1873
955,1874
956,1718
956,1875
956,1876
956,1877
959,1798
959,1878
959,1879
959,1880
961,1881
961,1882
961,1883
961,1884
963,1885
963,1886
963,1887
963,1888
965,1889
965,1890
965,1891
965,1892
968,1893
968,1894
968,1895
968,1896
969,1758
969,768
969,1866
969,1897
970,1758
970,1898
970,1899
970,1866
971,1821
971,794
971,1859
971,1900
973,1715
973,1901
973,1872
973,1902
979,963
979,1445
979,1903
979,309
976,1715
976,1904
976,1905
976,1906
981,232
981,807
981,1907
981,1908
982,1363
982,1732
982,1909
982,1910
986,672
986,1220
986,681
986,1096
984,1911
984,1912
984,1913
984,1421
987,1223
987,956
987,962
987,1914
988,1915
988,475
988,1916
988,1917
990,29
990,584
990,843
990,1918
991,367
991,762
991,306
991,963
993,997
993,397
993,1919
993,1001
994,1920
994,521
994,1921
994,1922
996,122
996,1923
996,1924
996,279
998,910
998,1925
998,1926
998,1927
999,1928
999,672
999,333
999,1929
1003,446
1003,83
1003,384
1003,268
1004,598
1004,215
1004,880
1004,1930
1005,1071
1005,1931
1005,1932
1005,1933
1006,538
1006,83
1006,299
1006,132
1007,1934
1007,1935
1007,1936
1007,1937
1008,1938
1008,1737
1008,1939
1008,1940
1009,1773
1009,1941
1009,1702
1009,1942
1010,1943
1010,1944
1010,1945
1010,1946
1011,1904
1011,1947
1011,1948
1011,1949
1012,1950
1012,1938
1012,1951
1012,1952
1013,1953
1013,1954
1013,1955
1013,1873
1015,44
1015,206
1015,1956
1015,1957
1014,1958
1014,1953
1014,1959
1014,1960
1016,1756
1016,1724
1016,1951
1016,1961
1017,1962
1017,1950
1017,1963
1017,1964
1018,1953
1018,1943
1018,1965
1018,1966
1019,1967
1019,1752
1019,1968
1019,1763
1020,471
1020,284
1020,1494
1020,1969
1021,1493
1021,1028
1021,1970
1021,280
1022,1971
1022,1972
1022,1973
1022,1974
1023,1975
1023,1397
1023,1976
1023,1977
1024,1978
1024,1979
1024,1980
1024,1397
1025,1981
1025,1975
1025,1982
1025,1983
1027,610
1027,168
1027,592
1027,247
1029,1397
1029,1984
1029,1985
1029,1986
1028,1987
1028,1988
1028,1945
1028,1989
1030,1990
1030,1991
1030,1992
1030,1993
1031,1994
1031,1945
1031,1966
1031,1995
1032,1996
1032,1997
1032,1998
1032,1397
